         494973 function calls (486978 primitive calls) in 1.116 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.010    0.001 pyparsing.py:5103(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5130(Group)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5145(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5149(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5152(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5191(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5220(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5242(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5249(OnlyOnce)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5312(delimitedList)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5437(_escapeRegexRangeChars)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
  263/261    0.001    0.000    0.001    0.000 pyparsing.py:554(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5656(<lambda>)
        2    0.000    0.000    0.002    0.001 pyparsing.py:5662(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5688(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5690(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5733(tokenMap)
        1    0.000    0.000    0.003    0.003 pyparsing.py:5789(_makeTags)
        1    0.000    0.000    0.003    0.003 pyparsing.py:5826(makeHTMLTags)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        1    0.000    0.000    0.024    0.024 pyparsing.py:6381(pyparsing_common)
        4    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6681(_lazyclassproperty)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6682(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6699(unicode_set)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6746(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6752(Latin1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6756(LatinA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6760(LatinB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6764(Greek)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6772(Cyrillic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6776(Chinese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6780(Japanese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6784(Kanji)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6788(Hiragana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6792(Katakana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6796(Korean)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6800(CJK)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6804(Thai)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6808(Arabic)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6812(Hebrew)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6816(Devanagari)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6840(pyparsing_test)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6845(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6912(TestParseResultsAsserts)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:855(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.001    0.001 pyplot.py:1760(get_plot_commands)
      130    0.000    0.000    0.001    0.000 pyplot.py:1772(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1779(colormaps)
        1    0.000    0.000    0.023    0.023 pyplot.py:182(switch_backend)
        1    0.001    0.001    0.005    0.005 pyplot.py:2024(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.000    0.000 pyplot.py:2058(<listcomp>)
        1    0.001    0.001    0.514    0.514 pyplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:654(close)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 pyplot.py:92(_NotIPython)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:239(LifoQueue)
        1    0.000    0.000    0.001    0.001 quiver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:255(QuiverKey)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
        1    0.000    0.000    0.000    0.000 quiver.py:920(Barbs)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.073    0.073 rcsetup.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:103(validate_any)
        4    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
      362    0.001    0.000    0.001    0.000 rcsetup.py:118(validate_bool)
      324    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
        5    0.000    0.000    0.000    0.000 rcsetup.py:153(validate_float_or_None)
        3    0.000    0.000    0.000    0.000 rcsetup.py:168(validate_string_or_None)
       10    0.000    0.000    0.000    0.000 rcsetup.py:178(_validate_tex_preamble)
       14    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
        5    0.000    0.000    0.000    0.000 rcsetup.py:204(validate_dpi)
       86    0.000    0.000    0.000    0.000 rcsetup.py:215(validate_int)
        5    0.000    0.000    0.000    0.000 rcsetup.py:223(validate_int_or_None)
       10    0.000    0.000    0.000    0.000 rcsetup.py:235(validate_fonttype)
        7    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
        3    0.000    0.000    0.000    0.000 rcsetup.py:284(validate_toolbar)
        1    0.000    0.000    0.000    0.000 rcsetup.py:299(validate_nseq_float)
       10    0.000    0.000    0.000    0.000 rcsetup.py:300(__init__)
       30    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
       15    0.000    0.000    0.000    0.000 rcsetup.py:307(<listcomp>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:316(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:324(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:325(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:328(__call__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:331(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:340(<listcomp>)
       10    0.000    0.000    0.001    0.000 rcsetup.py:345(validate_color_or_inherit)
       13    0.000    0.000    0.000    0.000 rcsetup.py:352(validate_color_or_auto)
      254    0.001    0.000    0.008    0.000 rcsetup.py:358(validate_color_for_prop_cycle)
      492    0.002    0.000    0.013    0.000 rcsetup.py:374(validate_color)
      140    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
        5    0.000    0.000    0.000    0.000 rcsetup.py:431(validate_aspect)
        3    0.000    0.000    0.000    0.000 rcsetup.py:440(validate_fontsize_None)
       63    0.000    0.000    0.000    0.000 rcsetup.py:447(validate_fontsize)
        1    0.000    0.000    0.000    0.000 rcsetup.py:45(ValidateInStrings)
       28    0.000    0.000    0.000    0.000 rcsetup.py:46(__init__)
       20    0.000    0.000    0.000    0.000 rcsetup.py:464(validate_fontweight)
       30    0.000    0.000    0.006    0.000 rcsetup.py:477(validate_font_properties)
        5    0.000    0.000    0.000    0.000 rcsetup.py:487(validate_mathtext_default)
      198    0.000    0.000    0.000    0.000 rcsetup.py:51(func)
        5    0.000    0.000    0.000    0.000 rcsetup.py:514(validate_whiskers)
        5    0.000    0.000    0.000    0.000 rcsetup.py:530(update_savefig_format)
        6    0.000    0.000    0.000    0.000 rcsetup.py:547(validate_ps_distiller)
       28    0.000    0.000    0.000    0.000 rcsetup.py:56(<dictcomp>)
      173    0.000    0.000    0.000    0.000 rcsetup.py:58(__call__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:646(validate_svg_fonttype)
        5    0.000    0.000    0.000    0.000 rcsetup.py:653(validate_hinting)
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
        5    0.000    0.000    0.000    0.000 rcsetup.py:679(validate_bbox)
      167    0.000    0.000    0.011    0.000 rcsetup.py:68(f)
        5    0.000    0.000    0.000    0.000 rcsetup.py:693(validate_sketch)
        1    0.000    0.000    0.000    0.000 rcsetup.py:707(ValidateInterval)
       56    0.000    0.000    0.000    0.000 rcsetup.py:71(<listcomp>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:711(__init__)
       55    0.000    0.000    0.000    0.000 rcsetup.py:717(__call__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:77(<listcomp>)
       16    0.000    0.000    0.006    0.000 rcsetup.py:794(cycler)
       32    0.000    0.000    0.001    0.000 rcsetup.py:876(<genexpr>)
       19    0.001    0.000    0.013    0.001 rcsetup.py:879(validate_cycler)
      111    0.001    0.000    0.009    0.000 rcsetup.py:90(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:944(validate_hist_bins)
       15    0.000    0.000    0.000    0.000 rcsetup.py:960(validate_animation_writer_path)
        3    0.000    0.000    0.000    0.000 rcsetup.py:976(validate_webagg_address)
       55    0.000    0.000    0.000    0.000 rcsetup.py:995(_validate_linestyle)
     1519    0.002    0.000    0.008    0.000 re.py:188(match)
      501    0.001    0.000    0.035    0.000 re.py:198(search)
      361    0.001    0.000    0.006    0.000 re.py:203(sub)
        4    0.000    0.000    0.001    0.000 re.py:223(split)
      110    0.000    0.000    0.065    0.001 re.py:250(compile)
       49    0.000    0.000    0.000    0.000 re.py:270(escape)
     2495    0.007    0.000    0.105    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        9    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.001    0.001 relativedelta.py:2(<module>)
        1    0.000    0.000    0.029    0.029 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1056(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1067(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1086(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1232(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1250(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1262(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1380(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1389(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1404(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1422(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1480(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1537(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1595(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1648(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2399(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:797(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:840(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:914(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:945(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 rrule.py:1105(_iterinfo)
        1    0.000    0.000    0.000    0.000 rrule.py:1300(rruleset)
        1    0.000    0.000    0.000    0.000 rrule.py:1308(_genitem)
        1    0.000    0.000    0.000    0.000 rrule.py:1409(_rrulestr)
        1    0.000    0.000    0.001    0.001 rrule.py:2(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:304(rrule)
